Key,Source,Context,Changes,English,tchinese
plantedOliveTreeSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Olive tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]橄欖樹種子。將它們種植在農場作物地塊中。當植物顯示「準備就緒」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的橄欖。橄欖可以生吃、用於各種食物食譜或製成種子。\n橄欖\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]洋蔥種子。將它們種植在農場作物地塊中。當植物顯示「準備就緒」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的洋蔥。洋蔥可以生吃、用於各種食物食譜或製成種子。\n洋蔥\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]橘子樹種子。將它們種植在農場作物地塊中。當植物顯示「準備就緒」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的橘子。橘子可以生吃、用於各種食物食譜或製成種子。\n橘子\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]桃樹種子。將它們種植在農場作物地塊中。當植物顯示「準備就緒」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的桃子。桃子可以生吃、用於各種食物食譜或製成種子。\n桃子\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]梨樹種子。將它們種植在農場作物地塊中。當植物顯示「準備就緒」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的梨子。梨子可以生吃、用於各種食物食譜或製成種子。\n梨子\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]鳳梨種子。將它們種植在農場作物地塊中。當植物顯示「準備就緒」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的鳳梨。鳳梨可以生吃、用於各種食物食譜或製成種子。\n鳳梨\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]覆盆子種子。將它們種植在農場作物地塊中。當植物顯示「準備就緒」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropOliveTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked olives. Olives can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的菠菜。菠菜可以生吃，用於各種食物食譜，或製作成種子。\n
foodCropOliveTSK_AOO,items,Food,,Olive,菠菜
,,,,,
plantedOnionSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Onion seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]洋蔥種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的洋蔥。洋蔥可以生吃、用於各種食物食譜，或製成種子。\n洋蔥\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]橘子樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的菠菜。菠菜可以生吃、用於各種食物食譜，或製成種子。\n菠菜\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的南瓜。南瓜可以生吃、用於各種食物食譜，或製成種子。\n南瓜\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]草莓種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的草莓。草莓可以生吃、用於各種食物食譜，或製成種子。\n草莓\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]楓樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮採摘的西瓜。西瓜可以生吃、用於各種食物食譜，或製成種子。\n西瓜\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]小麥種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]新鮮收割的小麥。小麥可於各種食物食譜中使用，或製成種子。\n小麥\n[abddfc]類型：[ffffff]農耕\n[abddfc]製作工作台：[ffffff]帶有種子處理器的農場工作台\n[abddfc]解鎖方式：[ffffff]種植和生長等級 1\n\n[abddfc]說明：[ffffff]白橡樹種子。將它們種植在農場作物地塊中。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。\n[abddfc]類型：[ffffff]食物\n[abddfc]製作工作台：[ffffff]無\n[abddfc]解鎖方式：[ffffff]未鎖定\n\n[abddfc]說明：[ffffff]生白橡木板。白橡木板用於製作各種工作台。\n白橡木板
foodCropOnionAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked onions. Onions can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的洋蔥。洋蔥可以生吃、用於各種食物食譜，或製作成種子。
foodCropOnionAOO,items,Food,,Onion,洋蔥
,,,,,
plantedOrangeTreeSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Orange tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植和生長等級 1 \n\n[abddfc]說明：[ffffff]橘子樹種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropOrangeAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked oranges. Oranges can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的橘子。橘子可以生吃、用於各種食物食譜，或製作成種子。
foodCropOrangeAOO,items,Food,,Orange,橘子
,,,,,
plantedPeachTreeSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Peach tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]桃樹種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropPeachTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked peaches. Peaches can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的桃子。桃子可以生吃、用於各種食物食譜，或製作成種子。
foodCropPeachTSK_AOO,items,Food,,Peach,桃子
,,,,,
plantedPearTreeSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Pear tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]梨樹種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropPearAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked pears. Pears can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的梨子。梨子可以生吃、用於各種食物食譜，或製作成種子。
foodCropPearAOO,items,Food,,Pear,梨子
,,,,,
plantedPineappleSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Pineapple seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]鳳梨種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropPineappleAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked pineapples. Pineapple can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的鳳梨。鳳梨可以生吃、用於各種食物食譜，或製作成種子。
foodCropPineappleAOO,items,Food,,Pineapple,鳳梨
,,,,,
plantedRaspberrySeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Raspberry seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]覆盆子種子。將這些種子種在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropRaspberryAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked raspberries. Raspberries can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的覆盆子。覆盆子可以生吃、用於各種食物食譜，或製作成種子。
foodCropRaspberryAOO,items,Food,,Raspberry,覆盆子
,,,,,
plantedAppleTreeSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Aple tree seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]蘋果樹種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropApplesAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked apples. Apples can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的蘋果。蘋果可以生吃、用於各種食物食譜，或製作成種子。
foodCropApplesAOO,items,Food,,Apple,蘋果
,,,,,
plantedRiceSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Rice seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]稻米種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropRiceAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested rice. Rice can be used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採收的稻米。稻米可以用於各種食物食譜，或製作成種子。
foodCropRiceAOO,items,Food,,Rice,稻米
,,,,,
plantedRomaineLettuceSeedAOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Romaine lettuce seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]羅馬生菜種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropRomaineAOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked romaine lettuce. Romaine lettuce can be eaten raw, used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的羅馬生菜。羅馬生菜可以生吃、用於各種食物食譜，或製作成種子。
foodCropRomaineAOO,items,Food,,Romaine Lettuce,羅馬生菜
,,,,,
plantedRoseSeedTSK_AOODesc,items,Crop,New,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Rose seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]玫瑰種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropRoseTSK_AOODesc,items,Medical,New,[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked roses. Roses are valued for their beauty as well as their alchemical and medicinal uses. It can also be crafted into seeds.,[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的玫瑰。玫瑰因其美麗以及在鍊金術和藥用上的用途而備受推崇。它也可以製作成種子。
foodCropRoseTSK_AOO,items,Medical,New,Rose,玫瑰
,,,,,
plantedRosemarySeedTSK_AOODesc,items,Crop,New,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Rosemary seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]迷迭香種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropRosemaryTSK_AOODesc,items,Medical,New,[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-picked rosemary. Rosemary is a staple of most kitchen herb gardens and is useful for both cooking and alchemy. It can also be crafted into seeds.,[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採摘的迷迭香。迷迭香是大多數廚房香草園的主要植物，可用於烹飪和鍊金術。它也可以製作成種子。
foodCropRosemaryTSK_AOO,items,Medical,New,Rosemary,迷迭香
,,,,,
plantedRyeSeedTSK_AOODesc,items,Crop,,"[abddfc]TYPE: [ffffff]Farming \n[abddfc]CRAFTING TABLE: [ffffff]Farm Table with Seed Processor \n[abddfc]UNLOCKED BY: [ffffff]Planting and Growing Level 1 \n\n[abddfc]DESCRIPTION:[ffffff]Rye seeds. Plant these in a farm crop plot. When the plant says Ready, harvest it with a scythe to gather the crop and leave the seeds to grow anew.",[abddfc]類型：[ffffff]農作 \n[abddfc]製作工作台：[ffffff]附有種子處理器的農場工作台 \n[abddfc]解鎖方式：[ffffff]種植與生長等級 1 \n\n[abddfc]說明：[ffffff]黑麥種子。將這些種子種植在農場作物區。當植物顯示「已準備好」時，用鐮刀收割以收集作物，並讓種子重新生長。
foodCropRyeTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n[abddfc]CRAFTING TABLE: [ffffff]None \n[abddfc]UNLOCKED BY: [ffffff]Not Locked \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-harvested rye. Rye can be used in various food recipes, or crafted into seeds.",[abddfc]類型：[ffffff]食物 \n[abddfc]製作工作台：[ffffff]無 \n[abddfc]解鎖方式：[ffffff]未鎖定 \n\n[abddfc]說明：[ffffff]新鮮採收的黑麥。黑麥可以用於各種食物食譜，或製作成種子。
foodCropRyeTSK_AOO,items,Food,,Rye,黑麥
,,,,,
