Key,Source,Context,Changes,English,tchinese,中文機翻
foodOnionRingsAOOSchematic,items,Food,,Onion Rings Recipe,洋蔥圈食譜,洋蔥圈食譜
foodOnionRingsAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Perfectly golden-brown deep-fried onion rings.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]完美金黃色的油炸洋蔥圈。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]完美金黃色的油炸洋蔥圈。
,,,,,,
foodPopcornTSK_AOO,items,Food,New,Popcorn,爆米花,爆米花
foodPopcornTSK_AOOSchematic,items,Food,,Popcorn Recipe,爆米花食譜,爆米花食譜
foodPopcornTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \\n\n[abddfc]DESCRIPTION:[ffffff]With enough salt and butter, who cares if it's stale?",[abddfc]類型：[ffffff]食物 \\n\n[abddfc]說明：[ffffff]只要有足夠的鹽和奶油，誰在乎它是否陳舊？,[abddfc]類型：[ffffff]食物 \\n\n[abddfc]說明：[ffffff]只要有足夠的鹽和奶油，誰在乎它是否陳舊？
,,,,,,
foodRawVeggieMixAOO,items,Food,New,Raw veg mix (obsolete),生菜混合物（已停產）,生菜混合物（已停產）
RawVeggieMixDesc,items,Food,,raw veg mix - obsolete. Make Mixed Veggies instead!,生菜混合物 - 已停產。改用綜合蔬菜！,生菜混合物 - 已停產。改用綜合蔬菜！
,,,,,,
foodSalsaTSK_AOO,items,Food,New,Salsa,莎莎醬,莎莎醬
foodSalsaTSK_AOOSchematic,items,Item,New,Salsa Recipe,莎莎醬食譜,莎莎醬食譜
foodSalsaTSK_AOODesc,items,Food,New,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Tangy, fresh salsa best enjoyed with chips.",[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]酸辣新鮮的莎莎醬，最適合搭配薯片享用。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]酸辣新鮮的莎莎醬，最適合搭配薯片享用。
,,,,,,
foodSuperPopcornTSK_AOO,items,Food,New,Super Popcorn,超級爆米花,超級爆米花
foodSuperPopcornTSK_AOOSchematic,items,Food,,Super Popcorn Recipe,超級爆米花食譜,超級爆米花食譜
foodSuperPopcornTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]It must be super. It says so right on the box.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]它一定是超級的。盒子上面這麼寫。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]它一定是超級的。盒子上面這麼寫。
,,,,,,
foodTrailMixAOO,items,Food,,Trail Mix,綜合堅果,綜合堅果
foodTrailMixAOOSchematic,items,Food,,Trail Mix Recipe,綜合堅果食譜,綜合堅果食譜
foodTrailMixAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Perfect for nibbling while out on a run.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]非常適合在跑步時享用。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]非常適合在跑步時享用。
,,,,,,
foodWatermelonSliceTSK_AOO,items,Food,New,"Fresh Slice of Watermelon""","新鮮西瓜片""","新鮮西瓜片"""
foodWatermelonSliceTSK_AOOSchematic,items,Food,,Fresh Watermelon Slice Recipe,新鮮西瓜片食譜,新鮮西瓜片食譜
foodWatermelonSliceTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Anyone up for a seed-spitting contest?,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]有人要來參加吐籽比賽嗎？,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]有人要來參加吐籽比賽嗎？
,,,,,,
foodWineAndCheeseBoardTSK_AOO,items,Food,New,Wine and Cheese Board,葡萄酒和起司拼盤,葡萄酒和起司拼盤
foodWineAndCheeseBoardTSK_AOOSchematic,items,Food,,Wine and Cheese Board Recipe,葡萄酒和起司拼盤食譜,葡萄酒和起司拼盤食譜
foodWineAndCheeseBoardTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Don't dismiss these delicate delights!,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]不要錯過這些精緻的美食！,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]不要錯過這些精緻的美食！
,,,,,,
,,,,,,
drinkAppleJuiceAOO,items,Food,,Apple Juice,蘋果汁,蘋果汁
drinkAppleJuiceAOOSchematic,items,Food,,Apple Juice Recipe,蘋果汁食譜,蘋果汁食譜
drinkAppleJuiceAOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \\n\n[abddfc]DESCRIPTION:[ffffff]100% apple juice - not from concentrate.,[abddfc]類型：[ffffff]食物 \\n\n[abddfc]說明：[ffffff]100% 蘋果汁 - 非濃縮還原。,[abddfc]類型：[ffffff]食物 \\n\n[abddfc]說明：[ffffff]100% 蘋果汁 - 非濃縮還原。
,,,,,,
drinkBananaSodaTSK_AOO,items,Food,New,Banana Blast Soda,香蕉爆破汽水,香蕉爆破汽水
drinkBananaSodaTSK_AOOSchematic,items,Food,,Banana Blast Soda Recipe,香蕉爆破汽水食譜,香蕉爆破汽水食譜
drinkBananaSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Soda - it's a banana BLAST!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]汽水 - 這是香蕉爆破！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]汽水 - 這是香蕉爆破！
,,,,,,
drinkBerrySmoothieTSK_AOO,items,Food,New,Berry Smoothie,莓果冰沙,莓果冰沙
drinkBerrySmoothieTSK_AOOSchematic,items,Food,,Berry Smoothie Recipe,莓果冰沙食譜,莓果冰沙食譜
drinkBerrySmoothieTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-blended mixed berry smoothie. Cooling and quenching!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]新鮮混合莓果冰沙。清涼解渴！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]新鮮混合莓果冰沙。清涼解渴！
,,,,,,
drinkCheeryCherrySodaTSK_AOO,items,Food,New,Cheery Cherry Soda,櫻桃汽水,櫻桃汽水
drinkCheeryCherrySodaTSK_AOOSchematic,items,Food,,Cheery Cherry Soda Recipe,櫻桃汽水食譜,櫻桃汽水食譜
drinkCheeryCherrySodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Cherry soda that puts a smile on your face!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]櫻桃汽水，讓你面帶微笑！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]櫻桃汽水，讓你面帶微笑！
,,,,,,
drinkChocolateMilkTSK_AOO,items,Food,New,Chocolate Milk,巧克力牛奶,巧克力牛奶
drinkChocolateMilkTSK_AOOSchematic,items,Food,,Chocolate Milk Recipe,巧克力牛奶食譜,巧克力牛奶食譜
drinkChocolateMilkTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Milk, but chocolate. Better in every way!",[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]牛奶，但它是巧克力。各方面都更好！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]牛奶，但它是巧克力。各方面都更好！
,,,,,,
drinkCiderTSK_AOO,items,Food,New,Fresh Cider,新鮮蘋果酒,新鮮蘋果酒
drinkCiderTSK_AOOSchematic,items,Food,,Fresh Fruit Cider Recipe,新鮮水果蘋果酒食譜,新鮮水果蘋果酒食譜
drinkCiderTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Farm fresh cider - not just an autumn drink anymore.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]農場新鮮蘋果酒 - 不再只是秋季飲品。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]農場新鮮蘋果酒 - 不再只是秋季飲品。
,,,,,,
drinkCitrusSplashSodaTSK_AOO,items,Food,New,Citrus Splash Soda,柑橘汽水,柑橘汽水
drinkCitrusSplashSodaTSK_AOOSchematic,items,Food,,Citrus Splash Soda Recipe,柑橘汽水食譜,柑橘汽水食譜
drinkCitrusSplashSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Lemon-lime? Lime-lemon? How about both in this citrus splash!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]檸檬萊姆？萊姆檸檬？何不兩者都加到這個柑橘汽水中！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]檸檬萊姆？萊姆檸檬？何不兩者都加到這個柑橘汽水中！
,,,,,,
drinkColaSodaTSK_AOO,items,Food,New,Black Soul Cola,黑魂可樂,黑魂可樂
drinkColaSodaTSK_AOOSchematic,items,Food,,Black Soul Cola Recipe,黑魂可樂食譜,黑魂可樂食譜
drinkColaSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Black Soul cola: the darkest of sodas for the darkest of times. Or for the thirsty. Either way.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]黑魂可樂：最黑暗的時代或最口渴的時候最適合喝的可樂。無論如何。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]黑魂可樂：最黑暗的時代或最口渴的時候最適合喝的可樂。無論如何。
,,,,,,
drinkCreamSodaTSK_AOO,items,Food,New,Cream Soda,奶油汽水,奶油汽水
drinkCreamSodaTSK_AOOSchematic,items,Food,,Cream Soda Recipe,奶油汽水食譜,奶油汽水食譜
drinkCreamSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Smooth vanilla cream soda. So good!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]順滑的香草奶油汽水。太好喝了！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]順滑的香草奶油汽水。太好喝了！
,,,,,,
resourceCrushedIceTSK_AOO,items,Food,New,Crushed Ice,碎冰,碎冰
resourceCrushedIceTSK_AOOSchematic,items,Food,,Crushed Ice Recipe,碎冰食譜,碎冰食譜
resourceCrushedIceTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]You take ice, and crush it. The end.",[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]你拿冰，然後把它弄碎。結束。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]你拿冰，然後把它弄碎。結束。
,,,,,,
drinkCucumberSodaTSK_AOO,items,Food,New,Cucumber Soda,黃瓜汽水,黃瓜汽水
drinkCucumberSodaTSK_AOOSchematic,items,Food,,Cucumber Soda Recipe,黃瓜汽水食譜,黃瓜汽水食譜
drinkCucumberSodaTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Now you, too, can be cool as a cucumber!",[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]現在，你也可以像黃瓜一樣清涼！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]現在，你也可以像黃瓜一樣清涼！
,,,,,,
drinkDrJenSodaTSK_AOO,items,Food,New,Dr. Jen's Soda,珍醫生汽水,珍醫生汽水
drinkDrJenSodaTSK_AOOSchematic,items,Food,,Dr. Jen's Soda Recipe,珍醫生汽水食譜,珍醫生汽水食譜
drinkDrJenSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]No pepper needed. Get Dr. Jen's Soda today!,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]無需胡椒。今天就來一杯珍醫生汽水！,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]無需胡椒。今天就來一杯珍醫生汽水！
,,,,,,
drinkGingerAleSodaTSK_AOO,items,Food,New,Ginger Ale Soda,薑汁汽水,薑汁汽水
drinkGingerAleSodaTSK_AOOSchematic,items,Food,,Ginger Ale Soda Recipe,薑汁汽水食譜,薑汁汽水食譜
drinkGingerAleSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Ginger ale: non-alcoholic and simply the best!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]薑汁汽水：無酒精，而且是最好的！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]薑汁汽水：無酒精，而且是最好的！
,,,,,,
drinkGrapeSodaTSK_AOO,items,Food,New,Grape Explosion Soda,葡萄爆炸汽水,葡萄爆炸汽水
drinkGrapeSodaTSK_AOOSchematic,items,Food,,Grape Explosion Soda Recipe,葡萄爆炸汽水食譜,葡萄爆炸汽水食譜
drinkGrapeSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]It's soda. It's purple. It's Grape Explosion! (Explosion not guaranteed.),[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]它是汽水。它是紫色的。它是葡萄爆炸！（不保證爆炸。）,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]它是汽水。它是紫色的。它是葡萄爆炸！（不保證爆炸。）
,,,,,,
drinkGuavaSodaTSK_AOO,items,Food,New,Guava Gulp Soda,番石榴汽水,番石榴汽水
drinkGuavaSodaTSK_AOOSchematic,items,Food,,Guava Gulp Soda Recipe,番石榴汽水食譜,番石榴汽水食譜
drinkGuavaSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]It's Gulp-a-licious!,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]它很美味！,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]它很美味！
,,,,,,
drinkHotCocoaTSK_AOO,items,Food,New,Hot Cocoa,熱可可,熱可可
drinkHotCocoaTSK_AOOSchematic,items,Food,,Hot Cocoa Recipe,熱可可食譜,熱可可食譜
drinkHotCocoaTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]Smooth melted chocolate, fluffy marshmallows, and a pinch of cinnamon spice. This warms you from the tip of your nose to the tips of your toes!",[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]滑順的融化巧克力、蓬鬆的棉花糖和一撮肉桂香料。這會讓你從鼻尖暖到腳趾頭！\n冰塊\n冰塊食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]非立方體形狀的冰塊將不被接受。\n鐵釀蘇打水\n鐵釀蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]到處礦工間稍微不那麼受歡迎的蘇打水品牌。\n檸檬汁\n檸檬汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]這是純檸檬汁，用於美味食譜的成分。\n檸檬汁\n新鮮檸檬汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]新鮮現榨的檸檬汁。\n芒果汁\n芒果汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]100% 芒果汁 - 非濃縮還原。\n芒果拉西\n芒果拉西食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]一種清淡爽口的芒果飲料。\n芒果瘋狂蘇打水\n芒果瘋狂蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]你準備好發瘋了嗎？今天就喝一些芒果瘋狂蘇打水吧！\n綜合莓果汁\n綜合莓果汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]100% 果汁 - 非濃縮還原。成分可能包括水果、水果和其他水果。\n柳橙汁\n柳橙汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]100% 柳橙汁 - 非濃縮還原。\n明顯的柳橙蘇打水\n明顯的柳橙蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]在味道和顏色上都是柳橙口味的蘇打水。顯然。\n鳳梨汁\n鳳梨汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]100% 鳳梨汁 - 非濃縮還原。\n豐富的鳳梨蘇打水\n豐富的鳳梨蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]豐富的鳳梨蘇打水無論是獨自享用還是與朋友分享都很棒！\n覆盆子蘇打水\n覆盆子蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]它令人驚嘆，令人眼花繚亂，令人愉悅。來一瓶覆盆子蘇打水吧！\n喬爾的根汁汽水\n喬爾的根汁汽水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]一種令人驚奇的美味根汁汽水，由喬爾自己的秘密食譜製成。\n根汁汽水漂浮\n根汁汽水漂浮食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]根汁汽水和冰淇淋製成一種甜美的款待，很容易隨身攜帶。\n傲慢的雪莓蘇打水\n傲慢的雪莓蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]這種蘇打水的酸味會讓你的鼻子皺起來，但味道卻出奇的好。\n蘇打水\n蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]這本身對你沒有多大幫助，但想想可能性吧！\n美味的雲杉啤酒蘇打水\n美味的雲杉啤酒蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]美味的雲杉啤酒：別問，喝就對了！\n草莓蘇打水\n草莓蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]草莓蘇打水真是太棒了！\nV8 蔬菜汁\nV8 蔬菜汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]我本可以喝一瓶 V8！\n西瓜汁\n西瓜汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]100% 西瓜汁 - 非濃縮還原。\n野西瓜蘇打水\n野西瓜蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]讓我們用野西瓜蘇打水來狂野一下吧！\n白蘭地\n白蘭地食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]白蘭地\n香檳\n香檳食譜,[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]滑順的融化巧克力、蓬鬆的棉花糖和一撮肉桂香料。這會讓你從鼻尖暖到腳趾頭！\n冰塊\n冰塊食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]非立方體形狀的冰塊將不被接受。\n鐵釀蘇打水\n鐵釀蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]到處礦工間稍微不那麼受歡迎的蘇打水品牌。\n檸檬汁\n檸檬汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]這是純檸檬汁，用於美味食譜的成分。\n檸檬汁\n新鮮檸檬汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]新鮮現榨的檸檬汁。\n芒果汁\n芒果汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]100% 芒果汁 - 非濃縮還原。\n芒果拉西\n芒果拉西食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]一種清淡爽口的芒果飲料。\n芒果瘋狂蘇打水\n芒果瘋狂蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]你準備好發瘋了嗎？今天就喝一些芒果瘋狂蘇打水吧！\n綜合莓果汁\n綜合莓果汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]100% 果汁 - 非濃縮還原。成分可能包括水果、水果和其他水果。\n柳橙汁\n柳橙汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]100% 柳橙汁 - 非濃縮還原。\n明顯的柳橙蘇打水\n明顯的柳橙蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]在味道和顏色上都是柳橙口味的蘇打水。顯然。\n鳳梨汁\n鳳梨汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]100% 鳳梨汁 - 非濃縮還原。\n豐富的鳳梨蘇打水\n豐富的鳳梨蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]豐富的鳳梨蘇打水無論是獨自享用還是與朋友分享都很棒！\n覆盆子蘇打水\n覆盆子蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]它令人驚嘆，令人眼花繚亂，令人愉悅。來一瓶覆盆子蘇打水吧！\n喬爾的根汁汽水\n喬爾的根汁汽水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]一種令人驚奇的美味根汁汽水，由喬爾自己的秘密食譜製成。\n根汁汽水漂浮\n根汁汽水漂浮食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]根汁汽水和冰淇淋製成一種甜美的款待，很容易隨身攜帶。\n傲慢的雪莓蘇打水\n傲慢的雪莓蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]這種蘇打水的酸味會讓你的鼻子皺起來，但味道卻出奇的好。\n蘇打水\n蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]這本身對你沒有多大幫助，但想想可能性吧！\n美味的雲杉啤酒蘇打水\n美味的雲杉啤酒蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]美味的雲杉啤酒：別問，喝就對了！\n草莓蘇打水\n草莓蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]草莓蘇打水真是太棒了！\nV8 蔬菜汁\nV8 蔬菜汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]我本可以喝一瓶 V8！\n西瓜汁\n西瓜汁食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]100% 西瓜汁 - 非濃縮還原。\n野西瓜蘇打水\n野西瓜蘇打水食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]讓我們用野西瓜蘇打水來狂野一下吧！\n白蘭地\n白蘭地食譜\n[abddfc]類型：[ffffff]食物\n\n[abddfc]說明：[ffffff]白蘭地\n香檳\n香檳食譜
,,,,,,
resourceIceCubeTSK_AOO,items,Food,New,Ice Cube,Ice Cube,Ice Cube
resourceIceCubeTSK_AOOSchematic,items,Food,,Ice Cube Recipe,Ice Cube 食譜,Ice Cube 食譜
resourceIceCubeTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Ice not in cube shape will not be accepted.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]不接受非立方體形狀的冰塊。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]不接受非立方體形狀的冰塊。
,,,,,,
drinkIronBruSodaTSK_AOO,items,Food,New,Iron Brew Soda,Iron Brew 汽水,Iron Brew 汽水
drinkIronBruSodaTSK_AOOSchematic,items,Food,,Iron Brew Soda Recipe,Iron Brew 汽水食譜,Iron Brew 汽水食譜
drinkIronBruSodaTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]The slightly less popular brand of soda for miners everywhere.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]到處礦工都略為不那麼喜歡的汽水品牌。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]到處礦工都略為不那麼喜歡的汽水品牌。
,,,,,,
drinkLemonJuiceTSK_AOO,items,Food,New,Lemon Juice,檸檬汁,檸檬汁
drinkLemonJuiceTSK_AOOSchematic,items,Food,,Lemon Juice Recipe,檸檬汁食譜,檸檬汁食譜
drinkLemonJuiceTSK_AOODesc,items,Food,,"[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]This is pure lemon juice, used as an ingredient for tasty recipes.",[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]這是純檸檬汁，用於美味食譜的成分。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]這是純檸檬汁，用於美味食譜的成分。
,,,,,,
drinkLemonadeTSK_AOO,items,Food,New,Lemonade,檸檬汁,檸檬汁
drinkLemonadeTSK_AOOSchematic,items,Food,,Fresh Lemonade Recipe,新鮮檸檬汁食譜,新鮮檸檬汁食譜
drinkLemonadeTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]Freshly-squeezed lemonade.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]新鮮現榨的檸檬汁。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]新鮮現榨的檸檬汁。
,,,,,,
drinkMangoJuiceTSK_AOO,items,Food,New,Mango Juice,芒果汁,芒果汁
drinkMangoJuiceTSK_AOOSchematic,items,Food,,Mango Juice Recipe,芒果汁食譜,芒果汁食譜
drinkMangoJuiceTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food  \n\n[abddfc]DESCRIPTION:[ffffff]100% mango juice - not from concentrate.,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]100% 芒果汁 - 非濃縮還原。,[abddfc]類型：[ffffff]食物  \n\n[abddfc]說明：[ffffff]100% 芒果汁 - 非濃縮還原。
,,,,,,
drinkMangoLassiTSK_AOO,items,Food,New,Mango Lassi,芒果拉西,芒果拉西
drinkMangoLassiTSK_AOOSchematic,items,Food,,Mango Lassi Recipe,芒果拉西食譜,芒果拉西食譜
drinkMangoLassiTSK_AOODesc,items,Food,,[abddfc]TYPE: [ffffff]Food \n\n[abddfc]DESCRIPTION:[ffffff]A light and refreshing mango drink.,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]一種清淡爽口的芒果飲品。,[abddfc]類型：[ffffff]食物 \n\n[abddfc]說明：[ffffff]一種清淡爽口的芒果飲品。
,,,,,,
drinkMangoSodaTSK_AOO,items,Food,New,Mango Madness Soda,芒果狂熱汽水,芒果狂熱汽水
drinkMangoSodaTSK_AOOSchematic,items,Food,,Mango Madness Soda Recipe,芒果狂熱汽水食譜,芒果狂熱汽水食譜
